"b_pubid","b_sourceid","b_classname","b_batchid","b_credate","b_upddate","b_creator","b_updator","b_pendingactions","b_matchgrp","b_oldmatchgrp","b_xgrp","b_confirmationstatus","b_confscore","b_confscoretype","b_hassuggmerge","b_suggmergeid","b_suggmergeconfscore","b_suggmergeconfscoretype","b_suggmergemasterscount","id","b_oldsdpk","b_confirmedsdpk","first_name","last_name","phonetic_first_name","phonetic_last_name","normalized_first_name","normalized_last_name","nickname","member_id","date_of_birth","normalized_street","normalized_city","normalized_state","source_email","cleansed_email","valid_email_domain","source_phone","standardized_phone","phone_geocoding_data","value_status","person_type","mdm_id","effective_update_date","addstreet","addcity","addstate","addpostal_code","addcountry","melgeo_street","melgeo_locality","melgeo_postal_code","melgeo_admin_level1","melgeo_admin_lvl2","melgeo_country_long","melgeo_country_short","mellatitude","mellongitude","melstatus_code","googeo_street","googeo_locality","googeo_postal_code","googeo_admin_level1","googeo_admin_lvl2","googeo_country_long","googeo_country_short","goolatitude","goolongitude","goostatus_code","osmgeo_street","osmgeo_locality","osmgeo_postal_code","osmgeo_admin_level1","osmgeo_admin_lvl2","osmgeo_country_long","osmgeo_country_short","osmlatitude","osmlongitude","osmstatus_code","guess_gender"
CRM,"1445906",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,905,,,NOT_CONFIRMED,,,,,,,,10546,,,Carole,Samett,KRL,SMT,carole,samett,carole,"19",1957-11-07,"0 ANDERSON PLZ",SENTUL,,csamett0@scientificamerican.com,csamett0@scientificamerican.com,"1",,,,,PROSPECT,,2025-03-19 11:12:01.761,"0 Anderson Plz",Sentul,,,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1445907",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,906,,,NOT_CONFIRMED,,,,,,,,10547,,,Lydia,Haome,LT,HM,lydia,haome,lyddy,"73",1963-01-10,"5 NORTHPORT RD",ABAéTé,,lhaime1@dmoz.org,lhaime1@dmoz.org,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.768,"5 Northport Rd",Abaété,,"35620-000",BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1445909",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,907,,,NOT_CONFIRMED,,,,,,,,10548,,,Min,Dart,MN,TRT,min,dart,min,"97",1977-09-25,"861 BAY PASS",CABA,,mdart3@blogger.com,mdart3@blogger.com,"1",,,,,PROSPECT,,2025-03-19 11:12:01.778,"861 Bay Pass",Caba,,"2502",PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1445914",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,908,,,NOT_CONFIRMED,,,,,,,,10549,,,Elyse,Mott,ELS,MT,elyse,mott,elyse,"50",1962-11-14,"223 STEENSLAND HILL",HUAI YOT,,emott8@artisteer.com,emott8@artisteer.com,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.803,"223 Steensland Hill",Huai Yot,,"92130",TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1445917",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,909,,,NOT_CONFIRMED,,,,,,,,10550,,,Richart,O'Hickee,RXRT,OHK,richart o,hickee,richart,"55",1958-04-10,"43 MELVIN DR",NANGARORO,,rohickeeb@ustream.tv,rohickeeb@ustream.tv,"0",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.816,"43 Melvin Dr",Nangaroro,,,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
CRM,"1445919",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,910,,,NOT_CONFIRMED,,,,,,,,10551,,,Jeno,Kofax,JN,KFKS,jeno,kofax,jeno,"85",1943-05-14,"0 EVERETT POINT",TSIOMBE,,jkofaxd@irs.gov,jkofaxd@irs.gov,"1",,,,,PROSPECT,,2025-03-19 11:12:01.825,"0 Everett Point",Tsiombe,,,MG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1445920",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,911,,,NOT_CONFIRMED,,,,,,,,10552,,,Sherill,Jozefowicz,XRL,JSFW,sherill,jozefowicz,sherill,"43",1959-02-11,"96 UNION PASS",HENGLIN,,sjozefowicze@macromedia.com,sjozefowicze@macromedia.com,"1",,,,,PROSPECT,,2025-03-19 11:12:01.830,"96 Union Pass",Henglin,,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
CRM,"1445923",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,912,,,NOT_CONFIRMED,,,,,,,,10553,,,Chloe,Smalcombe,XL,SMLK,chloe,smalcombe,clo,"92",1984-12-28,"6 PAWLING CTR",LUOFANG,,csmalcombeh@ihg.com,csmalcombeh@ihg.com,"1",,,,,PROSPECT,,2025-03-19 11:12:01.846,"6 Pawling Ctr",Luofang,,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1445924",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,913,,,NOT_CONFIRMED,,,,,,,,10554,,,Farlegh,Kerrich,FRL,KRX,farlegh,kerrich,farlegh,"25",1947-02-10,"94 EASTWOOD PASS",KRASNOYE SELO,,fkerrichi@webs.com,fkerrichi@webs.com,"1",,,,,PROSPECT,,2025-03-19 11:12:01.850,"94 Eastwood Pass",Krasnoye Selo,,,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
CRM,"1445926",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,914,,,NOT_CONFIRMED,,,,,,,,10555,,,Alaine,Emes,ALN,EMS,alaine,emes,alaine,"78",1959-12-12,"13 KENNEDY ST",LAS TEJERíAS,,aemesk@godaddy.com,aemesk@godaddy.com,"1",,,,,PROSPECT,,2025-03-19 11:12:01.861,"13 Kennedy St",Las Tejerías,,,VE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1445927",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,915,,,NOT_CONFIRMED,,,,,,,,10556,,,Christie,Stennett,XRST,STNT,christie,stennett,christie,"67",1965-01-14,"85 JUDY CIRCLE",XINQIAO,,cstennettl@weebly.com,cstennettl@weebly.com,"1",,,,,PROSPECT,,2025-03-19 11:12:01.866,"85 Judy Circle",Xinqiao,,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1445928",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,916,,,NOT_CONFIRMED,,,,,,,,10557,,,Odo,Esom,OT,ESM,odo,esom,odo,"99",1995-01-21,"7147 RUTLEDGE AVE",IPOH,,oesomm@webs.com,oesomm@webs.com,"1",,,,,PROSPECT,,2025-03-19 11:12:01.871,"7147 Rutledge Avenue",Ipoh,,,MY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
CRM,"1445930",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,917,,,NOT_CONFIRMED,,,,,,,,10558,,,Jard,Shemelt,JRT,XMLT,jard,shemelt,jard,"88",1969-09-12,"390 LAKEWOOD PT",FENGHUANGSHAN,,jshemolto@ow.ly,jshemolto@ow.ly,"1",,,,,PROSPECT,,2025-03-19 11:12:01.883,"390 Lakewood Pt",Fenghuangshan,,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
CRM,"1445931",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,918,,,NOT_CONFIRMED,,,,,,,,10559,,,Gwynner,Leachman,KNR,LXMN,gwynner,leachman,gwynner,"56",1973-02-26,"41539 BLUEJAY PLAZA",HAICHENG,,gleachmp@loc.gov,gleachmp@loc.gov,"1",,,,,PROSPECT,,2025-03-19 11:12:01.889,"41539 Bluejay Plaza",Haicheng,,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
CRM,"1445933",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,919,,,NOT_CONFIRMED,,,,,,,,10560,,,Charis,Tuxell,KRS,TKSL,charis,tuxell,charis,"4",1951-06-17,"3 ROTH ST",CAIJIAZHA,,ctuxellr@apache.org,ctuxellr@apache.org,"1",,,,,PROSPECT,,2025-03-19 11:12:01.901,"3 Roth Street",Caijiazha,,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
CRM,"1445941",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,920,,,NOT_CONFIRMED,,,,,,,,10561,,,Emily,Geraldo,EML,JRLT,emily,geraldo,emmy,"20",1956-07-30,"81 TALMADGE RD",MALALAG,,egeraldoz@nasa.gov,egeraldoz@nasa.gov,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.942,"81 Talmadge Rd",Malalag,,,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1445943",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,921,,,NOT_CONFIRMED,,,,,,,,10562,,,Stafa,Dowson,STF,TSN,stafa,dowson,stafa,"74",1953-10-23,"8994 NORTHVIEW TERRACE",BUJUMBURA,,sdowson11@businesswire.com,sdowson11@businesswire.com,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.954,"8994 Northview Terrace",Bujumbura,,,BI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
CRM,"1445944",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,922,,,NOT_CONFIRMED,,,,,,,,10563,,,Donnie,Klimshuk,TN,KLMX,donnie,klimshuk,donny,"11",1999-01-18,"12 MOLAND CT",YANGLANG,,dklimshuk12@mac.com,dklimshuk12@mac.com,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.959,"12 Moland Ct",Yanglang,,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
CRM,"1445950",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,923,,,NOT_CONFIRMED,,,,,,,,10564,,,Hy,Ducker,Hy,TKR,hy,ducker,hy,"50",1975-06-16,"0742 DREWRY DR",HENGXI,,hducker18@google.com.au,hducker18@google.com.au,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.992,"0742 Drewry Drive",Hengxi,,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
CRM,"1445952",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,924,,,NOT_CONFIRMED,,,,,,,,10565,,,Kizzee,Broggio,KS,BRK,kizzee,broggio,kizzee,"69",1995-12-12,"5193 FOREST RUN XING",LIRANG,,kbroggoi1a@bing.com,kbroggoi1a@bing.com,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:02.002,"5193 Forest Run Xing",Lirang,,,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
CRM,"1445953",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,925,,,NOT_CONFIRMED,,,,,,,,10566,,,Bernarr,Vondra,BRNR,FNTR,bernarr,vondra,bernarr,"76",1977-12-10,"50636 SUSAN POINT",STARI GRAD,,bvondra1b@opensource.org,bvondra1b@opensource.org,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:02.008,"50636 Susan Point",Stari Grad,,,BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
CRM,"1445954",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,926,,,NOT_CONFIRMED,,,,,,,,10567,,,Thatch,Chrstine,"0X",XRST,chrstine,thatch,thatch,"83",1986-05-10,"58 VILLAGE GREEN ST",TALAGANTE,,tchrstine1c@berkeley.edu,tchrstine1c@berkeley.edu,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:02.016,"58 Village Green Street",Talagante,,,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1445955",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,927,,,NOT_CONFIRMED,,,,,,,,10568,,,Georgy,Gilpillan,JRJ,JLPL,georgy,gilpillan,georgy,"61",1979-07-09,"5 RAMSEY PL",NOVOALTAYSK,,ggilpillan1d@histats.com,ggilpillan1d@histats.com,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:02.020,"5 Ramsey Pl",Novoaltaysk,,,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
MKT,"1445908",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,928,,,NOT_CONFIRMED,,,,,,,,10569,,,Rooney,Buckbee,RN,BKB,rooney,buckbee,rooney,"7",1965-08-11,"7331 EAGLE CREST RD",QUWA,,rbuckbee2@macromedia.com,rbuckbee2@macromedia.com,"1",,,,,PROSPECT,,2025-03-19 11:12:01.773,"7331 Eagle Crest Road",Quwa,,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
MKT,"1445910",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,929,,,NOT_CONFIRMED,,,,,,,,10570,,,Chloe,Glsassford,XL,KLSS,chloe,glsassford,clo,"43",1952-11-25,"82546 SULLIVAN ST",GAOBEIDIAN,,cglassford4@addtoany.com,cglassford4@addtoany.com,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.783,"82546 Sullivan St",Gaobeidian,,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
MKT,"1445911",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,930,,,NOT_CONFIRMED,,,,,,,,10571,,,Gusti,McNabb,KST,MKNB,gusti,mcnabb,gusti,"14",1958-03-13,"68 ANDERSON CIRCLE",TOBRUK,,gmcnabb5@howstuffworks.com,gmcnabb5@howstuffworks.com,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.787,"68 Anderson Circle",Tobruk,,,LY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
MKT,"1445912",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,931,,,NOT_CONFIRMED,,,,,,,,10572,,,Jerrie,Swaddell,JR,SWTL,jerrie,swaddell,jerrie,"31",1973-02-26,"22 BOWMAN ST",PORT-AUX-FRANçAIS,,jswaddell6@mac.com,jswaddell6@mac.com,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.793,"22 Bowman St",Port-aux-Français,,,TF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
MKT,"1445913",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,932,,,NOT_CONFIRMED,,,,,,,,10573,,,Demetria,Whittenbury,TMTR,WTNB,demetria,whittenbury,demetria,"58",1967-01-19,"9 TOMSCOT PKWY",SOUTOCICO,,dwhittenbury7@so-net.ne.jp,dwhittenbury7@so-net.ne.jp,"1",,,,,PROSPECT,,2025-03-19 11:12:01.798,"9 Tomscot Parkway",Soutocico,,"2420-577",PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
MKT,"1445915",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,933,,,NOT_CONFIRMED,,,,,,,,10574,,,Donielle,Dunlap,TNL,TNLP,donielle,dunlap,donielle,"37",1972-12-07,"1 MORROW AVE",SAN JUAN BAUTISTA,,ddunlap9@state.gov,ddunlap9@state.gov,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.806,"1 Morrow Avenue",San Juan Bautista,,,PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
MKT,"1445918",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,935,,,NOT_CONFIRMED,,,,,,,,10575,,,Valaria,Twiddy,FLR,TWT,valaria,twiddy,valaria,"82",1976-05-13,"70353 RUSKIN PLZ",MAMBOLO,,vtwiddy@engadget.com,vtwiddy@engadget.com,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.821,"70353 Ruskin Plz",Mambolo,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
MKT,"1445921",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,936,,,NOT_CONFIRMED,,,,,,,,10576,,,Agathe,Collihole,AK0,KLHL,agathe,collihole,agathe,"10",1998-10-01,"5 ARIZONA TERRACE",BOROVIKHA,,acolliholf@sun.com,acolliholf@sun.com,"1",,,,,PROSPECT,,2025-03-19 11:12:01.835,"5 Arizona Terrace",Borovikha,,,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
MKT,"1445922",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,937,,,NOT_CONFIRMED,,,,,,,,10577,,,Leia,Gilberts,L,JLBR,leia,gilberts,leia,"18",1989-04-03,"851 WAYWOOD AVE",TEGALWERO,,lgilbertsg@com.com,lgilbertsg@com.com,"1",,,,,PROSPECT,,2025-03-19 11:12:01.840,"851 Waywood Ave",Tegalwero,,,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
MKT,"1445925",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,938,,,NOT_CONFIRMED,,,,,,,,10578,,,Jaime,McDavitt,JM,MKTF,jaime,mcdavitt,jaime,"47",1993-07-07,"62 LONGVIEW RD",NANKUN,,jmcdavittj@huffingtonpost.com,jmcdavittj@huffingtonpost.com,"1",,,,,PROSPECT,,2025-03-19 11:12:01.856,"62 Longview Rd",Nankun,,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
MKT,"1445929",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,939,,,NOT_CONFIRMED,,,,,,,,10579,,,Madelena,Hasnip,MTLN,HSNP,madelena,hasnip,madelena,"50",1951-09-17,"2 DAWN ST",BANATSKI DESPOTOVAC,,mhasnipn@hhs.gov,mhasnipn@hhs.gov,"1",,,,,PROSPECT,,2025-03-19 11:12:01.877,"2 Dawn St",Banatski Despotovac,,,RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
MKT,"1445932",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,940,,,NOT_CONFIRMED,,,,,,,,10580,,,Tediy,Stanistrete,TT,STNS,tediy,stanistrete,tediy,"93",1983-05-01,"0 KIPLING CIRCLE",LYUBERTSY,,tstanistreteq@quantcast.com,tstanistreteq@quantcast.com,"1",,,,,PROSPECT,,2025-03-19 11:12:01.895,"0 Kipling Circle",Lyubertsy,,,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
MKT,"1445934",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,941,,,NOT_CONFIRMED,,,,,,,,10581,,,Tannie,Dank,TN,TNK,tannie,dank,tannie,"96",1946-11-24,"9 NORTHRIDGE DR",QUIVILLA,,tdanks@google.com.hk,tdanks@google.com.hk,"1",,,,,PROSPECT,,2025-03-19 11:12:01.907,"9 Northridge Drive",Quivilla,,,PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
MKT,"1445935",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,942,,,NOT_CONFIRMED,,,,,,,,10582,,,Gabriele,Diack,KBRL,TK,gabriele,diack,gabriele,"21",1967-07-21,"76459 FARRAGUT XING",PINGSHI,,gdiackt@homestead.com,gdiackt@homestead.com,"1",,,,,PROSPECT,,2025-03-19 11:12:01.913,"76459 Farragut Xing",Pingshi,,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
MKT,"1445936",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,943,,,NOT_CONFIRMED,,,,,,,,10583,,,Farleigh,Braley,FRL,BRL,farleigh,braley,farleigh,"21",1961-06-01,"71868 HIGH CROSSING CROSSING",CIHAUR,,fbraleyu@netlog.com,fbraleyu@netlog.com,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.918,"71868 High Crossing Crossing",Cihaur,,,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
MKT,"1445937",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,944,,,NOT_CONFIRMED,,,,,,,,10584,,,Garvin,Paton,KRFN,PTN,garvin,paton,garvin,"93",1967-01-19,"65 SUGAR DR",NANGABULIK,,gpatonv@fotki.com,gpatonv@fotki.com,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.924,"65 Sugar Dr",Nangabulik,,,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
MKT,"1445938",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,945,,,NOT_CONFIRMED,,,,,,,,10585,,,Karlen,Oland,KRLN,OLNT,karlen,oland,karlen,"77",1963-08-27,"00661 MAYER PARK",CIBADUYUT KIDUL,,kolandw@merriam-webster.com,kolandw@merriam-webster.com,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.931,"00661 Mayer Park",Cibaduyut Kidul,,,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
MKT,"1445939",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,946,,,NOT_CONFIRMED,,,,,,,,10586,,,Kessiah,Poutress,KS,PTRS,kessiah,poutress,kessiah,"85",1942-10-08,"0 MUIR LANE",HUANGGANG,,kpoutressx@vistaprint.com,kpoutressx@vistaprint.com,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.935,"0 Muir Lane",Huanggang,,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
MKT,"1445940",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,947,,,NOT_CONFIRMED,,,,,,,,10587,,,Linoel,McClounan,LNL,MKKL,linoel,mcclounan,linoel,"87",1954-05-15,"8 DRYDEN AVE",ARARUNA,,lmccliounan@amazon.co.uk,lmccliounan@amazon.co.uk,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.939,"8 Dryden Avenue",Araruna,,"58233-000",BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
MKT,"1445942",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,948,,,NOT_CONFIRMED,,,,,,,,10588,,,Gwenneth,Brockhouse,KWN0,BRKH,gwenneth,brockhouse,gwenneth,"16",1960-11-27,"07 AMERICAN ASH ST",SANTA INêS,,gbrockhouse10@nyu.edu,gbrockhouse10@nyu.edu,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.949,"07 American Ash St",Santa Inês,,"65300-000",BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
MKT,"1445945",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,949,,,NOT_CONFIRMED,,,,,,,,10589,,,Phoebe,Leman,FB,LMN,phoebe,leman,fifi,"97",1944-09-25,"68287 ESKER CENTER",CABA,,pleman13@vk.com,pleman13@vk.com,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.966,"68287 Esker Center",Caba,,"2502",PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
MKT,"1445946",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,950,,,NOT_CONFIRMED,,,,,,,,10590,,,Natasha,Olin,NTX,OLN,natasha,olin,tasha,"74",1955-01-13,"289 BUNTING WY",SANTIAGO DO CACéM,,nolin14@topsy.com,nolin14@topsy.com,"0",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.971,"289 Bunting Wy",Santiago do Cacém,,"7540-166",PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
MKT,"1445947",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,951,,,NOT_CONFIRMED,,,,,,,,10591,,,Eddie,Corwood,ET,KRWT,eddie,corwood,eddy,"20",1942-05-25,"7 EASTLAWN ST",PEDRO VICENTE MALDONADO,,ecorwood15@gnu.org,ecorwood15@gnu.org,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.976,"7 Eastlawn St",Pedro Vicente Maldonado,,,EC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
MKT,"1445948",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,952,,,NOT_CONFIRMED,,,,,,,,10592,,,Minnnie,Snoxall,MN,SNKS,minnnie,snoxall,minnnie,"47",1991-09-27,"5 CORSCOT POINT",KYJOV,,msnoxall16@cafepress.com,msnoxall16@cafepress.com,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.982,"5 Corscot Point",Kyjov,,,CZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
MKT,"1445949",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,953,,,NOT_CONFIRMED,,,,,,,,10593,,,Inger,Ship,INJR,XP,inger,ship,inger,"64",1950-12-19,"5 BARTELT PKWY",MAUá,,iship17@webmd.com,iship17@webmd.com,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.987,"5 Bartelt Parkway",Mauá,,"09390-000",BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
MKT,"1368178",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,599,,,NOT_CONFIRMED,,,true,825,78,AVG_TRANS_MATCH_SCORE,2,10283,,,Nola,Girvan,NL,JRFN,nola,girvan,nola,"811-45-2100",1980-04-10,"1620 PAONIA AVE",COLORADO SPRINGS,COLORADO,nola@girvan.com,nola@girvan.com,"0","719-574-6245",(719) 574-6245,"Colorado Springs, CO",NORMAL,CUSTOMER,,2025-03-11 17:14:20.300,"1620 Paonia Ave",Colorado Springs,CO,"80915",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
